user_id,posted,sentiment_analysis
e-a-g-l-e-s_eagles,2013-11-30,positivo
e-a-g-l-e-s_eagles,Posted April 3.,neutral
e-a-g-l-e-s_eagles,2013-12-25,positivo
76561198013259049,2014-08-23,positivo
76561198013259049,2014-08-23,positivo
76561198044788018,2013-01-23,neutral
76561198044788018,2011-10-07,positivo
76561198044788018,2015-02-14,neutral
76561198044788018,2015-07-07,neutral
76561198044788018,2015-07-16,neutral
76561198271002791,Posted February 5.,positivo
76561198075581042,2014-09-26,neutral
76561198075581042,Posted August 6.,neutral
76561198075581042,Posted February 13.,neutral
76561198075581042,Posted June 13.,positivo
76561198075581042,2014-11-23,negativo
76561198075581042,2015-11-14,positivo
76561198075581042,2015-05-25,neutral
76561198075581042,2014-12-19,positivo
76561198075581042,2014-05-29,positivo
76561198075581042,2014-03-09,positivo
76561198213178349,2015-11-09,positivo
mexicandinosaur_,2015-01-21,positivo
76561198054719518,Posted March 12.,positivo
mgmt40,2015-06-28,positivo
mgmt40,2015-06-19,negativo
76561198055815784,2013-11-26,positivo
76561198055815784,2014-03-24,positivo
76561198057967308,Posted January 5.,negativo
76561198057967308,2014-01-27,neutral
MRKCAT,Posted August 26.,positivo
MRKCAT,2014-07-05,positivo
TheEnglishGerman,2015-08-30,negativo
76561198006016224,2012-11-24,positivo
Michael__James,Posted September 16.,positivo
76561198058247995,2015-10-31,positivo
76561198058247995,2014-03-29,neutral
76561198019583170,2011-08-01,positivo
Argentomanwe,2014-06-24,neutral
Argentomanwe,2014-05-06,negativo
Argentomanwe,2014-04-02,neutral
walsheys,2015-06-06,negativo
walsheys,2015-06-12,positivo
walsheys,2015-12-28,positivo
walsheys,2015-02-27,neutral
walsheys,2014-12-17,positivo
walsheys,2013-12-25,neutral
mickelsnickel,2014-06-01,positivo
lolijuygter,2015-01-14,negativo
lolijuygter,2015-09-29,positivo
76561198072358583,2015-12-24,neutral
76561198072358583,2014-04-05,neutral
76561198072358583,2013-12-06,negativo
76561198072358583,2014-05-01,neutral
76561198072358583,2014-04-20,positivo
spartan7126,2015-12-23,positivo
76561198018551219,2014-05-03,positivo
76561198086194246,2014-08-23,positivo
76561198055989393,2013-07-24,negativo
76561198053711199,2014-12-08,neutral
76561198043532486,2015-06-17,positivo
MidnightEmperor,2014-12-23,neutral
MidnightEmperor,2015-07-24,negativo
midniteviii,2014-09-12,positivo
midniteviii,2014-09-12,positivo
midniteviii,2014-03-09,negativo
midniteviii,2014-03-09,positivo
midniteviii,2014-01-22,positivo
midwa,2014-01-06,positivo
midwa,2012-12-26,negativo
blackxxworm,2015-01-01,positivo
blackxxworm,2014-11-17,neutral
blackxxworm,2014-06-27,negativo
blackxxworm,2014-12-30,positivo
blackxxworm,2015-05-01,positivo
blackxxworm,Posted March 5.,neutral
mightysparks,2014-11-15,positivo
mightysparks,2014-11-15,positivo
76561198094782691,2014-11-14,positivo
76561198094782691,2014-11-08,positivo
76561198094782691,2014-11-14,positivo
76561198094782691,2014-11-08,positivo
369231461278416,2014-02-15,negativo
369231461278416,Posted April 13.,neutral
OfficialMiKapp1t,Posted April 14.,positivo
76561198088116776,Posted August 27.,neutral
tyansteRR199,2015-04-01,negativo
76561198045661299,2015-12-23,negativo
76561198062595804,2014-03-14,positivo
zaaikbr,2015-06-14,neutral
zaaikbr,2014-05-20,neutral
zaaikbr,2015-06-14,positivo
zaaikbr,2015-06-14,neutral
zaaikbr,2015-06-14,neutral
zaaikbr,2015-06-12,neutral
zaaikbr,2015-06-12,neutral
zaaikbr,2015-04-20,neutral
zaaikbr,2015-02-16,neutral
mikeyg74,2014-06-24,positivo
mikeyg74,2015-12-11,positivo
mikeyg74,Posted September 17.,positivo
MiklePikle,2015-03-21,positivo
stopstalkingmypagefuckers,Posted March 12.,positivo
Milkshakes-,2015-05-16,positivo
Milkshakes-,2015-05-31,positivo
Milkshakes-,2015-08-13,positivo
Milkshakes-,Posted July 24.,neutral
76561198083542505,Posted March 6.,negativo
76561198116545160,2015-11-12,positivo
anthMC,Posted July 17.,neutral
anthMC,2015-10-22,positivo
anthMC,2015-07-15,positivo
anthMC,2015-03-15,positivo
76561198092574945,2014-01-25,positivo
76561198078718666,2015-01-22,positivo
76561198078718666,2014-03-15,neutral
76561198078718666,2014-02-04,neutral
76561198078718666,2014-02-02,negativo
76561198019938571,2015-08-14,negativo
76561198019938571,Posted September 8.,positivo
76561198019938571,2014-10-18,positivo
TheMinerlaxx,2013-12-30,negativo
mingoko,Posted March 11.,neutral
76561198066306064,2015-03-07,neutral
76561198092735015,2015-02-27,negativo
76561198092735015,2015-02-23,positivo
76561198092735015,2014-05-22,positivo
76561198092735015,2015-02-27,negativo
76561198092735015,2015-02-23,positivo
76561198092735015,2014-05-22,positivo
76561197994690938,2014-08-27,neutral
76561197994690938,Posted May 26.,positivo
76561197994690938,Posted September 14.,positivo
theHALOgod10159,2015-04-28,positivo
mirki411,2013-06-02,neutral
mirki411,2013-12-12,neutral
Bunderama,Posted March 12.,negativo
Bunderama,Posted April 25.,positivo
76561198065168512,2014-11-22,positivo
mistermooth,2014-04-02,neutral
mistystriker,2013-10-12,positivo
mistystriker,2013-04-05,positivo
mistystriker,2013-04-05,positivo
mistystriker,2012-06-21,positivo
mistystriker,2012-04-11,positivo
mistystriker,2012-03-17,negativo
mistystriker,2011-09-16,positivo
BigNigR,2012-12-08,positivo
76561198191010871,2015-07-18,positivo
helldog22,2014-06-23,positivo
mithriel,2014-07-05,negativo
TumbleweedCorp,2014-03-23,positivo
76561197995163667,Posted February 29.,positivo
76561198061039342,2014-09-27,negativo
76561198061039342,2014-06-27,negativo
76561198061039342,2015-08-15,neutral
76561198061039342,2015-05-16,positivo
mjoz,2015-05-20,negativo
mjoz,2015-03-04,positivo
Shohmyooh127,2015-03-22,positivo
Le-Mocha,2015-12-31,positivo
Le-Mocha,2013-08-10,neutral
Le-Mocha,2012-07-13,negativo
Le-Mocha,2011-12-27,negativo
76561198059020961,2015-06-20,negativo
76561198059020961,2015-09-30,negativo
76561198059020961,2015-10-16,negativo
76561198059020961,Posted February 11.,neutral
76561198059020961,Posted January 24.,negativo
76561198087000982,Posted April 1.,neutral
76561198087000982,2014-09-01,positivo
abcddbca,Posted May 9.,neutral
76561198315999327,Posted July 2.,neutral
76561198025330151,2014-02-22,positivo
76561198088745442,2014-06-22,positivo
76561198066621462,2015-02-02,positivo
76561198066621462,2015-10-03,positivo
76561198072850898,Posted April 1.,positivo
76561198066506757,2014-06-22,neutral
76561198066506757,2013-12-22,positivo
76561198073942894,Posted April 26.,positivo
76561198326180109,Posted September 5.,positivo
Momijio,2014-08-10,neutral
flame1312,Posted February 8.,negativo
flame1312,Posted June 21.,positivo
flame1312,Posted July 30.,neutral
flame1312,Posted February 11.,positivo
flame1312,Posted July 23.,positivo
flame1312,2015-07-03,neutral
flame1312,2015-01-24,positivo
flame1312,2014-01-17,positivo
76561198025910899,2014-12-08,negativo
76561198078763729,2014-01-16,negativo
76561198078763729,2014-01-14,neutral
76561198078155892,2015-08-11,positivo
migrated,2014-08-19,positivo
migrated,2014-07-04,positivo
76561198006550034,Posted July 18.,negativo
mazkg,Posted June 18.,neutral
mazkg,Posted September 9.,neutral
mazkg,Posted September 9.,neutral
mazkg,Posted September 9.,neutral
mazkg,Posted September 9.,positivo
mazkg,Posted September 9.,neutral
mazkg,Posted June 23.,neutral
76561198046906455,Posted August 14.,neutral
76561198046906455,2015-09-14,positivo
76561198046906455,2014-07-05,positivo
moon910,2015-10-20,neutral
76561198079882851,2015-01-12,negativo
76561198079882851,2014-07-10,negativo
76561198079882851,2014-02-28,negativo
76561198084001780,2013-12-25,neutral
jeffyusohansam,2014-09-16,negativo
jeffyusohansam,2015-06-16,neutral
jeffyusohansam,2014-11-29,positivo
76561198056747623,2014-01-01,negativo
76561198056747623,2014-01-01,positivo
76561198056747623,2014-10-14,neutral
76561198064148060,Posted January 2.,positivo
jerrygetajob,2015-04-21,neutral
jerrygetajob,2015-03-05,positivo
jerrygetajob,2015-05-10,negativo
anonymoosebrony,2015-11-07,negativo
anonymoosebrony,2015-07-16,positivo
anonymoosebrony,2015-05-29,negativo
anonymoosebrony,2015-04-04,negativo
anonymoosebrony,2015-02-28,positivo
anonymoosebrony,2015-02-06,negativo
anonymoosebrony,2014-12-26,positivo
anonymoosebrony,2012-03-20,negativo
anonymoosebrony,2011-08-04,positivo
76561198051567275,2015-06-06,positivo
76561198051567275,2014-12-10,positivo
76561198068809841,Posted February 11.,positivo
76561198041971225,2014-05-17,negativo
76561198041971225,2014-12-01,neutral
76561198056265599,2014-12-21,negativo
76561198056265599,2014-09-30,neutral
76561198064283266,Posted April 1.,negativo
76561198052118118,2013-10-16,negativo
76561198052118118,2013-07-10,positivo
76561198052118118,2013-06-04,negativo
76561198052118118,2012-12-19,neutral
76561198052118118,2015-03-04,positivo
76561198052118118,2014-05-04,negativo
76561198052118118,2013-08-31,positivo
76561198052118118,2014-07-26,negativo
76561198052118118,2015-02-11,positivo
76561198052118118,2014-10-01,neutral
morristein,2013-05-11,negativo
morristein,2013-03-18,positivo
TheSquirrelflightgaming,2015-03-20,positivo
76561198079803067,2013-12-25,negativo
76561198079803067,2013-12-04,positivo
76561198079803067,2014-04-29,positivo
76561198079803067,2013-01-15,positivo
BlooperDooper,Posted March 17.,negativo
influxx,2015-10-20,negativo
influxx,2014-07-06,neutral
76561198034277356,2015-01-31,positivo
76561198034277356,2013-07-14,positivo
76561198034277356,2012-09-07,negativo
76561198034277356,2013-11-26,negativo
76561198034277356,2013-08-30,positivo
76561198034277356,2013-11-06,negativo
76561198034277356,2013-08-30,positivo
76561198034277356,2013-06-14,negativo
motev,2015-10-16,positivo
76561198077820909,2015-05-02,neutral
76561198077820909,Posted April 3.,positivo
76561198077820909,2015-08-08,negativo
76561198023381153,Posted June 20.,positivo
76561198023381153,2015-01-29,negativo
76561198013432172,2013-04-26,negativo
MOwneZ,2013-07-13,positivo
MOwneZ,2011-06-08,negativo
hjkld,Posted September 10.,positivo
Mozness,2015-03-20,positivo
Mozness,Posted May 6.,positivo
Mozness,2013-12-19,positivo
Mozness,2014-02-25,positivo
Mozness,Posted April 8.,negativo
Mozness,2014-09-06,neutral
Mozness,2013-11-03,negativo
Mozness,2015-08-16,negativo
mozzie-killer,2014-08-01,positivo
mozzie-killer,2012-08-27,negativo
mozzie-killer,2012-05-22,negativo
mozzie-killer,2012-03-31,positivo
misterjr,2014-06-27,neutral
misterjr,2014-09-26,negativo
76561198064438745,2013-12-28,positivo
76561198064438745,2014-06-30,neutral
theoretical_xp,2012-07-17,positivo
theoretical_xp,2011-12-27,positivo
76561198071159917,Posted August 26.,negativo
tanderskaife,2015-11-12,positivo
tanderskaife,2014-05-22,positivo
76561198069996415,2014-02-04,positivo
mgooisu,2014-04-20,positivo
mgooisu,2013-12-07,positivo
mgooisu,2014-12-01,positivo
mgooisu,2012-02-10,positivo
mgooisu,2013-12-10,negativo
mgooisu,2014-12-27,positivo
Mr_Hentai,2013-12-05,positivo
Mr_Hentai,2013-12-06,positivo
76561198038335577,2013-11-04,positivo
76561198038335577,2012-07-04,positivo
Mr_ISH,Posted March 24.,neutral
Mr_ISH,Posted March 14.,positivo
Mr_ISH,2015-04-27,neutral
Mr_ISH,2015-04-26,positivo
76561197998655584,2014-03-15,negativo
ronnietran,2013-12-05,positivo
KingMadness,2015-02-20,positivo
KingMadness,2015-06-14,negativo
76561198069545441,2015-12-26,positivo
76561197995905411,Posted February 29.,positivo
Assassin53D,Posted June 20.,positivo
gettingrobbed,2013-12-26,neutral
The-Moose,2014-01-15,negativo
76561198068186452,Posted January 2.,negativo
76561198040576691,2014-09-16,positivo
76561198028407473,2015-03-23,positivo
76561198028407473,2015-03-27,positivo
76561198063510182,2014-12-27,positivo
barrythebreadinspector,2015-07-07,positivo
barrythebreadinspector,2014-07-04,positivo
barrythebreadinspector,2014-06-12,positivo
76561198077602243,Posted January 17.,negativo
76561198077602243,2014-01-27,positivo
GreatShot,2015-12-19,positivo
GreatShot,Posted August 6.,negativo
snruby,2013-12-29,positivo
snruby,2015-08-16,neutral
snruby,2015-08-12,positivo
fantastic_pootis,2014-09-01,negativo
fantastic_pootis,2015-03-18,negativo
76561198045148009,Posted May 14.,neutral
76561198045148009,2014-06-26,negativo
76561198045148009,2014-05-14,positivo
76561198045148009,2013-12-10,negativo
76561198083899583,Posted January 10.,negativo
76561198060407498,2015-07-18,positivo
76561198060407498,Posted July 28.,positivo
76561198060407498,Posted February 2.,positivo
76561198060407498,Posted February 2.,negativo
76561198060407498,2015-07-18,positivo
76561198060407498,2015-07-18,positivo
qwertybmwh1994,2013-11-28,positivo
qwertybmwh1994,2012-10-14,positivo
qwertybmwh1994,2012-07-29,positivo
qwertybmwh1994,2012-07-19,positivo
76561198090461345,2014-10-25,neutral
MrEdskiies,Posted April 29.,neutral
i_dont_give_a_jacks_ass,2015-04-07,neutral
i_dont_give_a_jacks_ass,2015-03-26,positivo
i_dont_give_a_jacks_ass,2014-03-21,negativo
i_dont_give_a_jacks_ass,2014-03-21,neutral
i_dont_give_a_jacks_ass,2014-03-07,negativo
i_dont_give_a_jacks_ass,2014-01-07,positivo
bigodo,2012-07-13,neutral
bigodo,2010-12-18,neutral
bigodo,2014-12-29,positivo
bigodo,2011-07-03,negativo
76561198027828967,Posted August 24.,positivo
76561198027828967,2015-11-14,positivo
76561198027828967,2014-02-18,positivo
koongod01,2013-12-06,neutral
cc2015,2013-12-13,positivo
cc2015,Posted April 13.,positivo
cc2015,Posted April 2.,positivo
cc2015,2014-07-15,negativo
76561198105743297,2014-02-02,positivo
76561198090300952,2014-01-19,positivo
76561198090300952,2014-11-01,neutral
NOTHING_BUT_STAR_WARS,Posted July 5.,negativo
NOTHING_BUT_STAR_WARS,2014-11-03,negativo
mresprofile,2015-09-05,negativo
mresprofile,Posted January 16.,positivo
mresprofile,Posted March 17.,positivo
76561198098553595,2014-11-06,positivo
MrMilitary,2013-12-08,positivo
Unskillful_killer,2013-01-31,positivo
76561198088930910,2014-10-11,negativo
279519365,2014-06-28,positivo
MrAH2010,2013-12-31,positivo
MrAle,2012-12-31,neutral
cliffxd,2014-06-25,neutral
ItalianFoddConsumerGaming,2014-06-26,positivo
ItalianFoddConsumerGaming,2014-06-26,neutral
76561198084496260,2014-09-19,positivo
76561198084496260,2015-04-28,positivo
MrEdIsAHorse,Posted April 1.,positivo
MrEdIsAHorse,Posted May 2.,positivo
MrEdIsAHorse,2015-09-26,positivo
MrEdIsAHorse,2015-08-22,neutral
MrEdIsAHorse,Posted August 12.,positivo
76561198062490293,2014-03-18,neutral
MrGrapeGaming,2015-11-29,neutral
MrGrapeGaming,2015-03-30,positivo
MrGrapeGaming,2014-11-18,negativo
MrGrapeGaming,2014-01-21,neutral
mrjosheyhalo,2014-11-28,positivo
MRmeohme,Posted March 22.,positivo
MRmeohme,2015-06-01,positivo
MRmeohme,2014-05-23,neutral
MRmeohme,2014-01-15,neutral
MRmeohme,2014-01-15,negativo
MRmeohme,2015-12-14,positivo
MRmeohme,2014-07-29,negativo
MRmeohme,Posted April 7.,neutral
mrmutantduck,2013-03-15,positivo
mrmutantduck,2013-12-13,positivo
mrmutantduck,2013-11-29,positivo
mrmutantduck,2014-04-15,positivo
mrmutantduck,2014-01-02,neutral
mrmutantduck,2013-09-07,neutral
mrmutantduck,Posted June 3.,positivo
mrmutantduck,Posted April 13.,negativo
76561198019019838,2015-12-16,neutral
76561198087629781,2015-07-29,positivo
MOnkeyASS12,2014-05-05,positivo
TheREDPHOENIX,2014-11-08,negativo
TheREDPHOENIX,2014-11-08,negativo
TheREDPHOENIX,2014-11-08,negativo
76561198045792460,Posted August 29.,negativo
76561198071111349,2014-03-12,neutral
76561198071111349,2015-08-26,negativo
mr_non_member,2013-03-04,negativo
Noodles4Dayz,2013-12-23,positivo
76561198074356093,2015-10-24,negativo
msoles7,2013-05-25,positivo
msoles7,2013-02-04,positivo
msoles7,2012-08-11,neutral
msoles7,2011-11-16,positivo
CreepercraftNZ,2015-12-21,negativo
CreepercraftNZ,Posted March 16.,neutral
CreepercraftNZ,2015-11-12,positivo
mtmoss,2014-04-28,positivo
mtmoss,2014-01-09,positivo
mtmoss,2015-01-02,positivo
mtmoss,2014-06-14,positivo
mtmoss,2014-05-19,neutral
mtmoss,2015-03-14,positivo
Muchs,2015-12-27,neutral
76561197960877501,2014-03-28,positivo
MuellerJ7,2014-01-23,positivo
MuellerJ7,Posted January 30.,positivo
MuellerJ7,2013-11-26,neutral
MuellerJ7,2014-10-10,negativo
MuellerJ7,Posted January 30.,positivo
MuellerJ7,Posted January 30.,negativo
MuellerJ7,2015-12-22,negativo
MuellerJ7,2015-06-17,positivo
MuellerJ7,2014-07-11,positivo
MuellerJ7,2013-11-27,positivo
76561198083097986,2014-05-25,positivo
76561198083097986,2014-05-25,positivo
76561198083097986,2014-05-25,negativo
76561198050962270,Posted June 27.,negativo
76561198050962270,2014-06-29,negativo
76561198050962270,2015-12-26,neutral
76561198050962270,2014-05-11,positivo
76561198050962270,2015-07-16,positivo
76561198050962270,2015-05-17,negativo
76561198050962270,2015-06-11,negativo
76561198077898598,2014-10-09,positivo
76561198077898598,Posted May 14.,neutral
76561198077898598,2015-04-07,negativo
mukanyawest,2014-06-01,negativo
mukanyawest,Posted September 17.,positivo
mukanyawest,2015-07-06,negativo
mukanyawest,2015-03-31,negativo
MumboBros,2014-12-03,negativo
MumboBros,2014-09-17,neutral
MumboBros,2014-06-23,neutral
MumboBros,Posted January 14.,neutral
MumboBros,2015-11-26,negativo
fukdahpolice,Posted June 21.,negativo
76561198068189169,2014-08-24,neutral
76561198059829512,2013-12-17,positivo
Murderousbinkie,2014-08-22,negativo
Murderousbinkie,2014-01-01,positivo
Murdocgreenskin,Posted July 20.,negativo
Murdocgreenskin,Posted July 7.,positivo
Murdocgreenskin,Posted July 18.,positivo
Murdocgreenskin,Posted August 9.,positivo
Murdocgreenskin,Posted July 22.,positivo
Murdocgreenskin,Posted July 10.,positivo
Murdocgreenskin,Posted June 23.,positivo
Murdocgreenskin,Posted May 6.,positivo
Murgic,Posted August 28.,positivo
Murix,2015-12-11,positivo
Murix,2014-06-13,negativo
Murix,2015-06-06,positivo
Murix,2014-09-26,negativo
Murix,2011-07-04,negativo
Murix,2014-12-09,positivo
76561197983046427,Posted February 6.,positivo
76561198049652401,2013-10-30,negativo
76561198049652401,2013-11-30,positivo
mutiez,2014-05-07,negativo
mutiez,2015-05-27,negativo
mutatedwombat,2015-07-28,positivo
mutatedwombat,2013-12-19,negativo
mutatedwombat,2014-09-30,positivo
mutatedwombat,2014-06-28,positivo
mutatedwombat,2014-12-06,positivo
mutatedwombat,2013-11-25,positivo
mutatedwombat,2012-11-04,neutral
muwthree,2014-03-31,positivo
76561198040960504,2014-06-12,positivo
76561198040960504,2012-12-10,positivo
76561198098027263,2015-07-20,positivo
MXKiN,2014-03-29,neutral
MXKiN,2014-12-13,positivo
MXKiN,Posted July 24.,positivo
MXKiN,2014-07-11,positivo
76561198031799936,Posted March 17.,positivo
76561198031799936,2015-02-21,positivo
76561198031799936,2014-01-28,negativo
76561198031799936,Posted July 24.,negativo
76561198031799936,2015-08-22,positivo
76561198031799936,2014-11-04,positivo
76561198092511029,2014-04-18,positivo
76561198092511029,2014-04-17,positivo
76561198092511029,2013-12-11,positivo
McWelshmen,2014-08-13,positivo
76561198094264350,Posted September 9.,positivo
76561198094507877,2015-04-11,negativo
Standin_Legolas,2015-01-01,positivo
76561198181829522,Posted June 14.,negativo
pandabear6921,2014-02-13,neutral
Mysticallbullet57,2014-01-31,positivo
Mysticallbullet57,2014-05-18,positivo
76561198061830226,2014-11-22,positivo
76561198061830226,Posted July 16.,negativo
mythilas,2013-04-06,positivo
mythilas,2011-11-15,positivo
76561198057418960,2014-05-04,positivo
mini_sentries_everywhere,2015-07-15,positivo
mrsirha,2014-11-08,positivo
mrsirha,2014-09-13,neutral
mrsirha,2014-07-10,neutral
76561198060438024,2015-07-20,positivo
NATETHEGOD,Posted May 13.,positivo
NATETHEGOD,Posted August 28.,positivo
NATETHEGOD,Posted February 14.,positivo
NATETHEGOD,Posted August 28.,positivo
NATETHEGOD,2015-12-05,positivo
NATETHEGOD,2015-05-22,positivo
NATETHEGOD,2015-04-30,positivo
76561198055310480,2014-09-16,positivo
Yichenzbj,2015-04-25,negativo
76561197996157332,2015-06-10,positivo
Arishaz,2014-11-08,neutral
Arishaz,2014-08-22,negativo
Arishaz,Posted August 7.,neutral
Arishaz,Posted August 19.,positivo
Arishaz,Posted June 28.,neutral
Arishaz,Posted January 5.,positivo
Arishaz,2015-04-27,negativo
Arishaz,2015-04-20,neutral
ryanirons2,2015-06-23,positivo
N47H4NI3L,2014-06-29,positivo
Ridim201,2014-12-25,neutral
morttos,2015-02-15,negativo
D3ad3n3,2015-08-15,negativo
76561198206561980,2015-05-08,positivo
76561198206561980,2015-05-08,positivo
NaigHikariYami,Posted August 5.,positivo
NaigHikariYami,Posted August 5.,negativo
NaigHikariYami,2014-09-22,positivo
RealAdam,2014-09-23,negativo
76561197961051810,2015-06-17,positivo
76561198012258242,2014-01-23,positivo
NanoPi,2015-04-11,positivo
NanoPi,2015-12-30,neutral
NanoPi,2014-09-25,neutral
NanoPi,2014-09-23,positivo
NanoPi,2014-10-18,positivo
NanoPi,2013-12-29,positivo
NanoPi,2014-09-23,positivo
NanoPi,2014-09-23,positivo
NanoPi,2014-09-24,positivo
NanoPi,2014-12-22,negativo
76561198052909583,Posted April 26.,positivo
76561198052909583,Posted April 26.,negativo
Napalm_,2013-03-22,positivo
Napalm_,2013-01-08,neutral
76561198014177534,2014-02-17,negativo
Naranjita3560,2015-04-11,neutral
Naranjita3560,2014-01-14,positivo
Naranjita3560,2013-12-20,positivo
Naranjita3560,2013-01-17,positivo
76561198066254470,2015-01-28,positivo
76561198066254470,Posted July 25.,neutral
76561198066254470,Posted April 15.,neutral
76561198066254470,2015-11-13,neutral
76561198066254470,Posted March 4.,neutral
76561198066254470,2015-09-07,neutral
76561198066254470,2015-02-21,neutral
76561198066254470,2014-02-10,neutral
narrth,2014-05-24,neutral
76561198021849809,2011-10-06,positivo
diSEMBOWELMENTAU,2015-08-08,neutral
BleedingClear,2015-08-03,negativo
BleedingClear,2015-08-03,positivo
BleedingClear,2015-07-22,positivo
NationalProtocol,2013-12-30,positivo
natsudrgneel,2015-10-22,positivo
knivesmakemefast,2013-12-23,negativo
eduardo281,2013-12-28,neutral
Jayden2242,2015-05-29,positivo
76561198051379013,2014-12-29,neutral
76561198051379013,Posted June 11.,positivo
76561198051379013,Posted August 21.,negativo
76561198051379013,Posted July 1.,neutral
76561198051379013,Posted August 6.,neutral
NavisTheNoob,2014-10-11,negativo
Zewaffleman,2013-12-27,positivo
Zewaffleman,2015-09-01,negativo
Zewaffleman,2011-10-15,neutral
Zewaffleman,2012-03-01,neutral
Zewaffleman,2015-04-18,neutral
Zewaffleman,2013-12-02,positivo
nazz223,Posted January 10.,positivo
nazztic,2014-07-20,positivo
76561198025503374,2015-11-25,positivo
76561198025503374,2015-12-08,negativo
76561197970542592,2015-01-08,positivo
76561197970542592,2014-10-12,negativo
76561197970542592,2014-07-04,negativo
76561198055862537,Posted March 4.,positivo
NedSilver,2014-09-11,negativo
76561198018687985,2013-11-26,negativo
DonGusto,2015-10-31,negativo
DonGusto,2014-03-21,positivo
76561198081732050,Posted August 13.,positivo
76561198074301386,2014-05-23,positivo
ale_xandao,2014-01-28,neutral
76561198083293252,2014-02-25,positivo
EstGamingGG,2014-11-27,positivo
terencemok,2014-12-30,neutral
npeppers,2015-08-18,positivo
npeppers,2015-01-14,positivo
npeppers,2015-01-14,positivo
npeppers,2015-01-10,positivo
Nemuaus,Posted February 9.,positivo
Nemuaus,2015-06-20,neutral
76561198088027331,2014-01-20,neutral
TheOneTurino,2014-02-02,negativo
TheOneTurino,Posted September 12.,negativo
TheOneTurino,Posted January 23.,positivo
TheOneTurino,2015-12-11,positivo
Glitchhog,Posted August 27.,negativo
200220006,2014-02-03,positivo
chloejacobsx,2015-07-11,positivo
bunnycarrots,2015-06-13,negativo
bunnycarrots,2015-01-31,neutral
bunnycarrots,2014-12-19,neutral
76561198131841535,2015-10-29,positivo
thetimegoesfastxd77,2015-10-21,positivo
thetimegoesfastxd77,2015-10-14,positivo
thetimegoesfastxd77,2015-03-19,neutral
thetimegoesfastxd77,2015-03-19,neutral
thetimegoesfastxd77,2012-12-10,neutral
76561197972017423,2013-12-07,neutral
76561197972017423,2013-11-28,positivo
76561198019970090,2015-07-12,negativo
76561198019970090,2014-01-11,negativo
76561198049511816,2014-11-12,negativo
rickharrisonpawnshop,2013-12-18,positivo
rickharrisonpawnshop,Posted August 17.,positivo
rickharrisonpawnshop,Posted August 29.,neutral
rickharrisonpawnshop,Posted August 22.,negativo
rickharrisonpawnshop,Posted April 17.,neutral
rickharrisonpawnshop,2015-12-25,neutral
Newboy65,2014-06-21,positivo
Newboy65,2014-10-31,negativo
Newboy65,2014-10-14,positivo
Newboy65,2014-10-14,positivo
Newboy65,2013-12-26,negativo
Newboy65,2013-12-26,negativo
76561198065425354,2014-06-21,positivo
76561198065425354,2015-06-03,positivo
Tander09,Posted August 7.,negativo
210519992016,2015-05-09,neutral
210519992016,2014-03-10,positivo
210519992016,2014-01-12,neutral
210519992016,2015-05-08,negativo
210519992016,Posted June 25.,positivo
sheshenus,Posted January 1.,positivo
sheshenus,Posted January 23.,neutral
sheshenus,2015-06-20,positivo
sheshenus,2014-10-29,positivo
76561198115853213,2014-03-12,positivo
niceone12345,2015-01-16,positivo
76561198040914212,2014-07-27,neutral
76561198040914212,2014-10-01,positivo
76561198040914212,2014-07-18,neutral
76561198040914212,2014-07-31,neutral
76561198040914212,Posted April 18.,positivo
76561198040914212,2014-08-22,positivo
76561198040914212,2013-12-08,negativo
noizypuppy,2013-12-17,positivo
noizypuppy,2013-12-31,negativo
mr_pie_nice_cheese,2015-06-12,positivo
mr_pie_nice_cheese,2014-04-14,positivo
76561198026090080,2015-12-18,positivo
76561198026090080,Posted May 1.,positivo
76561198026090080,2015-07-06,positivo
76561198068629778,Posted February 4.,negativo
76561198068629778,2015-05-06,positivo
76561198068629778,Posted June 3.,negativo
76561198068629778,2015-03-15,negativo
76561198068629778,2015-09-29,positivo
nickflig,Posted March 11.,positivo
nickflig,2014-12-12,positivo
nickflig,Posted February 14.,positivo
nickflig,2014-07-22,positivo
76561198062718030,2015-01-06,negativo
76561198062718030,2014-12-29,positivo
76561198057944974,2014-06-13,positivo
swagking1996,Posted January 2.,neutral
SECHSACHTACHT,2014-06-22,neutral
SECHSACHTACHT,2014-08-02,negativo
SECHSACHTACHT,2014-12-09,negativo
SECHSACHTACHT,2013-12-18,positivo
nic2339,2015-08-06,negativo
nic2339,2015-08-06,negativo
nic2339,2015-07-28,negativo
niggadave2,2015-04-30,neutral
niggadave2,2015-07-06,positivo
76561198057784104,2014-03-16,positivo
76561198057784104,2013-09-08,positivo
night0fdarknes5,2014-03-27,positivo
ClamALone,2014-10-11,positivo
76561198094304449,2014-03-31,neutral
76561198094304449,2014-06-07,neutral
76561198094304449,2014-02-11,neutral
76561198094304449,2014-07-07,neutral
76561198094304449,2015-01-04,neutral
76561198094304449,2014-02-20,neutral
76561198094304449,2014-02-10,neutral
76561198120107003,2015-08-17,positivo
QuenchingAlarm1,Posted June 12.,positivo
QuenchingAlarm1,Posted July 1.,neutral
QuenchingAlarm1,Posted April 27.,negativo
QuenchingAlarm1,2014-11-06,positivo
QuenchingAlarm1,2015-09-22,neutral
QuenchingAlarm1,Posted July 1.,positivo
QuenchingAlarm1,Posted July 1.,negativo
QuenchingAlarm1,2015-09-29,negativo
